(0.0,1.5701047306969702)
(0.008683703818954017,1.55424700275754)
(0.017512319910967578,1.5385494345389772)
(0.026479685949939692,1.5230104084617466)
(0.03557979676059448,1.5076283232835268)
(0.04480680081409569,1.492401593934207)
(0.05415499679778129,1.4773286513525519)
(0.06361883025748734,1.4624079423245147)
(0.07319289031096143,1.4476379293231847)
(0.08287190643089691,1.4330170903503494)
(0.0926507452961487,1.4185439187796591)
(0.10252440770972132,1.4042169232013735)
(0.11248802558214835,1.390034627268677)
(0.12253685897891063,1.3759955695455472)
(0.13266629323056842,1.3620983033561584)
(0.14287183610430967,1.3483413966358067)
(0.15314911503564305,1.3347234317833407)
(0.16349387441899046,1.3212430055150832)
(0.17390197295595922,1.3078987287202273)
(0.18436938106009876,1.294689226317693)
(0.19489217831697198,1.281613137114431)
(0.20546655099839384,1.2686691136651553)
(0.21608878962971498,1.2558558221334946)
(0.22675528660904973,1.2431719421545444)
(0.23746253387737104,1.2306161666988085)
(0.248207120638417,1.2181872019375142)
(0.25898573112737466,1.2058837671092872)
(0.269795142427329,1.1937045943881748)
(0.28063222233248397,1.1816484287529991)
(0.29149392725718515,1.1697140278580331)
(0.3023773001897913,1.1579001619049805)
(0.3132794686904628,1.1462056135162493)
(0.32419764293195386,1.1346291776095057)
(0.33512911378251364,1.123169661273494)
(0.34607125093002067,1.111825883645112)
(0.35702150104649166,1.1005966757877264)
(0.36797738599212476,1.0894808805707183)
(0.37893650105805315,1.0784773525502453)
(0.3898965132470032,1.0675849578512069)
(0.40085515959106655,1.056802574050403)
(0.41181024550581297,1.0461290900608722)
(0.4227596431799854,1.0355634060173975)
(0.43370129000003543,1.02510443316317)
(0.44463318700877186,1.0147510937375959)
(0.45555339739741,1.0045023208652366)
(0.46646004503032457,0.9943570584458716)
(0.4773513130018222,0.9843142610456707)
(0.4882254422242655,0.9743728937894656)
(0.49908073004689174,0.96453193225411)
(0.5099155289046854,0.9547903623629163)
(0.5207282449966751,0.9451471802811579)
(0.5315173369930392,0.9356013923126285)
(0.5422813147704164,0.9261520147972446)
(0.5530187381748322,0.916798074009683)
(0.5637282158116592,0.9075386060590416)
(0.5744084038620485,0.8983726567895138)
(0.5850580049252734,0.8892992816820665)
(0.5956757668864446,0.8803175457571102)
(0.6062604818090626,0.8714265234781529)
(0.6168109848518853,0.8626252986564266)
(0.627326153209603,0.8539129643564776)
(0.6378049050768165,0.8452886228027097)
(0.648246198634831,0.8367513852868717)
(0.6586490310607848,0.8283003720764787)
(0.6690124375586431,0.8199347123241595)
(0.6793354904115971,0.8116535439779182)
(0.6896172980554155,0.803456013692303)
(0.6998570041723096,0.7953412767404718)
(0.7100537868048774,0.7873084969271463)
(0.7202068574897047,0.7793568465024449)
(0.7303154604102067,0.7714855060765855)
(0.7403788715683051,0.7636936645354512)
(0.7503963979745433,0.755980518957007)
(0.7603673768562482,0.7483452745285618)
(0.7702911748833586,0.7407871444648658)
(0.7801671874115461,0.7333053499270348)
(0.7899948377422616,0.7258991199422938)
(0.7997735763993509,0.7185676913245309)
(0.8095028804218858,0.7113103085956535)
(0.8191822526728691,0.7041262239077392)
(0.8288112211634764,0.6970146969659722)
(0.8383893383925028,0.6899749949523591)
(0.8479161807006959,0.6830063924502143)
(0.857391347639654,0.6761081713694083)
(0.8668144613549841,0.6692796208723708)
(0.8761851659834132,0.6625200373008419)
(0.8855031270635584,0.6558287241033622)
(0.8947680309600626,0.6492049917634959)
(0.9039795843008139,0.6426481577287779)
(0.9131375134269666,0.6361575463403801)
(0.922241563855493,0.6297324887634864)
(0.9312914997539983,0.6233723229183719)
(0.9402871034275349,0.6170763934121777)
(0.9492281748171622,0.6108440514713752)
(0.9581145310099988,0.6046746548749122)
(0.9669460057605223,0.5985675678880341)
(0.9757224490228745,0.5925221611967738)
(0.9844437264939387,0.5865378118431032)
(0.993109719166955,0.5806139031607391)
(1.0,0.5759214160116819)
